Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,TickerType,Description,Quarter,EntryPrice,ExitPrice,PercentChange,TransactionType,TradeAmount,PartyName,WeightedReturn
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ZTS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,165.89999389648438,165.02000427246094,0.5304337892697689,sale,15000.0,Republicans,0.0018082970088742123
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,401.1000061035156,390.5799865722656,2.622792164339933,sale,15000.0,Republicans,0.008941336923886134
Rob Bresnahan,B001327,2025-03-27,2025-02-25,AOS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,66.52999877929688,66.9000015258789,-0.5561442257190758,sale,15000.0,Republicans,-0.0018959462240423042
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.6500015258789,90.08999633789062,-0.6177663304599174,purchase,15000.0,Republicans,-0.0021060215811133545
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MRNA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,33.97999954223633,32.119998931884766,-5.473809992373973,purchase,15000.0,Republicans,-0.01866071588309309
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PWR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,259.4700012207031,254.8800048828125,-1.7689892150524216,purchase,15000.0,Republicans,-0.006030645051315073
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,29.940485324340344,29.59000015258789,-1.1706061807472556,purchase,15000.0,Republicans,-0.003990702888911099
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,250.58219748951012,231.6699981689453,-7.547303643291156,purchase,15000.0,Republicans,-0.025729444238492577
Rob Bresnahan,B001327,2025-03-27,2025-02-25,GEHC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,91.08999633789062,81.66000366210938,-10.352391102093682,purchase,15000.0,Republicans,-0.035292242393501184
Rob Bresnahan,B001327,2025-03-27,2025-02-25,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,567.3099975585938,615.2999877929688,8.459218141915157,purchase,15000.0,Republicans,0.028838243665619854
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CAT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,341.0,339.29998779296875,0.4985373041147361,sale,15000.0,Republicans,0.0016995589913002369
Rob Bresnahan,B001327,2025-03-27,2025-02-25,VTRS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,11.208860489146655,8.84000015258789,-21.133819435548265,purchase,15000.0,Republicans,-0.07204711171209636
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,53.630001068115234,43.7599983215332,18.403883181069087,sale,15000.0,Republicans,0.06274051084455372
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ODFL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,180.42086741654532,170.22999572753906,5.648388589928563,sale,15000.0,Republicans,0.019255870192938285
Rob Bresnahan,B001327,2025-03-27,2025-02-25,KHC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,31.097187078503296,30.06999969482422,-3.3031520860262837,purchase,15000.0,Republicans,-0.011260745747816875
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TMO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,534.3381282287088,511.6799926757813,4.2404115214532005,sale,15000.0,Republicans,0.014455948368590456
Rob Bresnahan,B001327,2025-03-27,2025-02-25,UPS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,116.45999908447266,111.01000213623048,4.679715774588927,sale,15000.0,Republicans,0.015953576504280434
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,300.73250569520826,324.739990234375,-7.9830028628492435,sale,15000.0,Republicans,-0.02721478248698606
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HSY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,177.83999633789062,170.6199951171875,-4.059829829834983,purchase,15000.0,Republicans,-0.013840328965346533
Rob Bresnahan,B001327,2025-03-27,2025-02-25,UBER,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,76.36000061035156,74.86000061035156,1.9643792404536151,sale,15000.0,Republicans,0.006696747410637324
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WST,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,219.2899932861328,226.05999755859372,3.087238122912128,purchase,15000.0,Republicans,0.010524675419018619
John Boozman,B001236,2025-03-06,2025-02-25,URNM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-03-07,Stock,,2025-Q1,35.77000045776367,33.33000183105469,-6.821354753937099,purchase,15000.0,Republicans,-0.18436093929559727
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LIN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,457.7630107049473,464.7300109863281,-1.521966633051403,sale,15000.0,Republicans,-0.005188522612675237
Josh Gottheimer,G000583,2025-03-06,2025-02-25,VRT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,88.96202977423053,76.31999969482422,14.210590868362027,sale,15000.0,Democrats,0.007233079844771986
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ALGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,191.0,164.2899932861328,-13.984296708830987,purchase,15000.0,Republicans,-0.04767373878010564
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BIIB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,140.0,140.3300018310547,0.235715593610491,purchase,15000.0,Republicans,0.000803575887308492
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CMCSA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,36.45000076293945,37.369998931884766,-2.524000410668636,sale,15000.0,Republicans,-0.008604546854552168
Rob Bresnahan,B001327,2025-03-27,2025-02-25,COP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,99.27999877929688,102.81999969482422,-3.565673810489157,sale,15000.0,Republicans,-0.012155706172122126
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DHI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,127.66999816894533,130.0800018310547,-1.887682068358946,sale,15000.0,Republicans,-0.006435279778496407
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DE,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,486.6799926757813,479.7200012207031,-1.430096071303832,purchase,50000.0,Republicans,-0.01625109171936173
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LULU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,366.4100036621094,341.5299987792969,-6.790208955581894,purchase,15000.0,Republicans,-0.023148439621301913
Rob Bresnahan,B001327,2025-03-27,2025-02-25,OXY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,49.556944792690985,49.5099983215332,-0.0947323757632157,purchase,50000.0,Republicans,-0.0010765042700365422
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PLTR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.6500015258789,90.08999633789062,0.6177663304599174,sale,15000.0,Republicans,0.0021060215811133545
Rob Bresnahan,B001327,2025-03-27,2025-02-25,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,720.0,635.8300170898438,11.690275404188368,sale,15000.0,Republicans,0.03985321160518762
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ROK,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,290.7799987792969,268.0799865722656,-7.806593404748119,purchase,15000.0,Republicans,-0.02661338660709586
Rob Bresnahan,B001327,2025-03-27,2025-02-25,SMCI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,50.119998931884766,34.720001220703125,-30.72625307137556,purchase,15000.0,Republicans,-0.10474859001605305
Rob Bresnahan,B001327,2025-03-27,2025-02-25,GWW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,996.22998046875,987.239990234375,0.9024010931838244,sale,15000.0,Republicans,0.003076367363126674
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TECH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,66.0199966430664,59.95000076293945,-9.194177807890634,purchase,15000.0,Republicans,-0.03134378798144534
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,78.8499984741211,87.54000091552734,11.020929118037138,purchase,15000.0,Republicans,0.0375713492660357
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HAL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,26.56169867541434,25.34000015258789,-4.599474370053228,purchase,15000.0,Republicans,-0.015680026261545094
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,65.22000122070312,67.5,3.4958582284925246,purchase,15000.0,Republicans,0.011917698506224515
Rob Bresnahan,B001327,2025-03-27,2025-02-25,WAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,379.7900085449219,370.5899963378906,-2.4223944811710507,purchase,15000.0,Republicans,-0.008258163003992219
Rob Bresnahan,B001327,2025-03-27,2025-02-25,IR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,82.75967127646628,81.30000305175781,1.7637433815225174,sale,15000.0,Republicans,0.006012761527917672
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,132.7899932861328,135.6300048828125,2.138724105934772,purchase,15000.0,Republicans,0.007291104906595813
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,116.5,101.81999969482422,-12.600858631052173,purchase,15000.0,Republicans,-0.04295747260585968
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ABNB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,144.78500366210938,125.6500015258789,-13.216149222806663,purchase,15000.0,Republicans,-0.04505505416865908
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ACGL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.0,96.94000244140624,-7.711113823784722,sale,15000.0,Republicans,-0.026287888035629734
Rob Bresnahan,B001327,2025-03-27,2025-02-25,XOM,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,111.3000030517578,117.88999938964844,-5.920930958848294,sale,50000.0,Republicans,-0.0672833063505488
Rob Bresnahan,B001327,2025-03-27,2025-02-25,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,567.3099975585938,615.2999877929688,8.459218141915157,purchase,15000.0,Republicans,0.028838243665619854
Rob Bresnahan,B001327,2025-03-27,2025-02-25,KDP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,34.91999816894531,34.2599983215332,-1.890034026402251,purchase,15000.0,Republicans,-0.006443297817280401
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.36000061035156,88.9800033569336,-1.527221385675685,purchase,15000.0,Republicans,-0.0052064365420762
Rob Bresnahan,B001327,2025-03-27,2025-02-25,NDSN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,212.7613376525523,206.5500030517578,2.9193906511989707,sale,15000.0,Republicans,0.009952468129087401
Rob Bresnahan,B001327,2025-03-27,2025-02-25,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,129.96804527013506,111.43000030517578,14.263540646801648,sale,15000.0,Republicans,0.048625706750460164
Rob Bresnahan,B001327,2025-03-27,2025-02-25,RVTY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,115.26000213623048,107.33999633789062,-6.871426038131482,purchase,15000.0,Republicans,-0.023425316039084595
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,205.17999267578125,202.72000122070312,-1.198943144015666,purchase,15000.0,Republicans,-0.004087306172780679
Rob Bresnahan,B001327,2025-03-27,2025-02-25,AVY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,184.69928097442389,177.99000549316406,3.632540119194555,sale,15000.0,Republicans,0.012383659497254165
Rob Bresnahan,B001327,2025-03-27,2025-02-25,BA,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,180.4499969482422,179.11000061035156,-0.7425859576351067,purchase,50000.0,Republicans,-0.008438476791308032
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CSX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,31.840161348648056,29.920000076293945,6.030626702322417,sale,15000.0,Republicans,0.02055895466700824
Rob Bresnahan,B001327,2025-03-27,2025-02-25,SRE,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,71.72329538008292,70.05999755859375,2.3190482432170194,sale,15000.0,Republicans,0.007905846283694385
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DXCM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,90.70999908447266,69.47000122070312,-23.41527734333899,purchase,15000.0,Republicans,-0.07982480912501928
Rob Bresnahan,B001327,2025-03-27,2025-02-25,EMR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,119.47000122070312,112.08000183105467,-6.1856527279986455,purchase,15000.0,Republicans,-0.021087452481813564
Rob Bresnahan,B001327,2025-03-27,2025-02-25,FCX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,37.18999862670898,39.97999954223633,-7.502019409927136,sale,15000.0,Republicans,-0.025575066170206145
Rob Bresnahan,B001327,2025-03-27,2025-02-25,MRK,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,90.96415523877718,87.5999984741211,3.698332333022072,sale,50000.0,Republicans,0.04202650378434173
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TFX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,177.60573302723756,139.3699951171875,21.528436756141332,sale,15000.0,Republicans,0.0733923980323
Rob Bresnahan,B001327,2025-03-27,2025-02-25,URI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,633.0,645.9199829101562,-2.041071549787717,sale,15000.0,Republicans,-0.006958198465185399
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,77.66500091552734,76.77999877929688,-1.1395121686704737,purchase,15000.0,Republicans,-0.0038847005750129782
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CPB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,41.29999923706055,39.58000183105469,-4.164642706488043,purchase,15000.0,Republicans,-0.014197645590300146
Rob Bresnahan,B001327,2025-03-27,2025-02-25,DHR,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,210.8999938964844,210.1100006103516,0.374581938831427,sale,50000.0,Republicans,0.004256612941266215
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ETN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,287.20001220703125,280.9100036621094,2.1901143027764407,sale,15000.0,Republicans,0.007466298759465138
Rob Bresnahan,B001327,2025-03-27,2025-02-25,EOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,133.32000732421875,126.7300033569336,-4.942997003637296,purchase,15000.0,Republicans,-0.01685112614876351
Rob Bresnahan,B001327,2025-03-27,2025-02-25,FSLR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,150.92999267578125,126.5999984741211,16.120052595460194,sale,15000.0,Republicans,0.05495472475725066
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HCA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,320.25641150918614,342.3399963378906,-6.895594915535688,sale,15000.0,Republicans,-0.02350770993932621
Rob Bresnahan,B001327,2025-03-27,2025-02-25,HUM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,254.92999267578125,270.3800048828125,6.060492155068039,purchase,15000.0,Republicans,0.020660768710459222
Rob Bresnahan,B001327,2025-03-27,2025-02-25,PFE,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,26.71999931335449,25.01000022888184,-6.399697336885818,purchase,50000.0,Republicans,-0.07272383337370247
Rob Bresnahan,B001327,2025-03-27,2025-02-25,SLB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,41.43999862670898,42.09999847412109,1.592663777229773,purchase,15000.0,Republicans,0.005429535604192408
Rob Bresnahan,B001327,2025-03-27,2025-02-25,TXT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,72.79976878383906,75.27999877929688,-3.40692015495578,sale,15000.0,Republicans,-0.011614500528258341
Rob Bresnahan,B001327,2025-03-27,2025-02-25,AES,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,10.720000267028809,12.43000030517578,15.951492495819892,purchase,15000.0,Republicans,0.05438008805393145
Rob Bresnahan,B001327,2025-03-27,2025-02-25,UNH,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-28,ST,,2025-Q1,458.8092054863519,515.719970703125,-12.404015555103328,sale,50000.0,Republicans,-0.14095472221708327
Rob Bresnahan,B001327,2025-03-27,2025-02-25,V,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,351.3699951171875,349.8599853515625,-0.4297492064231004,purchase,15000.0,Republicans,-0.001465054112806024
Rob Bresnahan,B001327,2025-03-27,2025-02-25,EXR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,158.4534266568625,145.19000244140625,8.370550574572766,sale,15000.0,Republicans,0.0285359678678617
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CVS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,63.02000045776367,67.58999633789062,7.251659547653904,purchase,15000.0,Republicans,0.024721566639729218
Rob Bresnahan,B001327,2025-03-27,2025-02-25,LMT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,438.513155525532,442.2799987792969,-0.8590034771592058,sale,15000.0,Republicans,-0.002928420944860929
Rob Bresnahan,B001327,2025-03-27,2025-02-25,IDXX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,464.6099853515625,422.5400085449219,-9.054901558950997,purchase,15000.0,Republicans,-0.030868982587332946
Rob Bresnahan,B001327,2025-03-27,2025-02-25,CNP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,34.16999816894531,35.66999816894531,4.389815862979014,purchase,15000.0,Republicans,0.014965281351064822
Rob Bresnahan,B001327,2025-03-27,2025-02-25,F,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,9.369999885559082,9.899999618530272,-5.656347272618646,sale,15000.0,Republicans,-0.019283002065745385
Rob Bresnahan,B001327,2025-03-27,2025-02-25,IQV,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,195.69000244140625,179.36000061035156,8.34483194201208,sale,15000.0,Republicans,0.028448290711404818
Rob Bresnahan,B001327,2025-03-27,2025-02-25,APP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,406.7000122070313,261.70001220703125,35.65281427289152,sale,15000.0,Republicans,0.12154368502122109
Rob Bresnahan,B001327,2025-03-27,2025-02-25,STE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,223.3600006103516,224.22999572753903,0.3895035435217402,purchase,15000.0,Republicans,0.0013278529892786599
David H. McCormick,M001243,2025-03-05,2025-02-25,BITB,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-03-06,Stock,,2025-Q1,48.4900016784668,47.380001068115234,-2.2891329592271106,purchase,100000.0,Republicans,-0.044449183674312824
Rob Bresnahan,B001327,2025-03-27,2025-02-25,ARE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-28,ST,,2025-Q1,97.66000366210938,95.70999908447266,-1.9967279382698728,purchase,15000.0,Republicans,-0.006807027062283658
